workdays,days_per_week,hours_per_week,is_remote,is_flexible
همه روزه 8:00 الی 16:30 - پنج شنبه ها یک هفته در میان تعطیل,,,0,0
شنبه تا چهارشنبه 8:30 تا 17 پنج شنبه 8:30 تا 12:30,5,51,0,0
شنبه تا چهارشنبه از ساعت 7:15 الی  16:00,5,52.5,0,0
7 الی 17,,,0,0
شنبه تا پنجشنبه 9 صبح تا 6عصر,,,0,0
پنج روز در هفته,,,0,0
شنبه تا پنج شنبه از ساعت 7:40 الی 15:35,1,7.916666667,0,0
شنبه تا چهارشنبه 9 صبح الی 18,,,0,0
شنبه الی چهارشنبه از ساعت8/30الی17/30 و پنج شنبه ها از ساعت 8/30الی12/30,5,-96,0,0
شنبه تا چهارشنبه 9 تا 4,5,-30,0,0
15 تا  10:30 و 7 تا 15,,,0,0
شنبه تا چهارشنبه 8 تا 17 پنجشنبه 8 تا 12,6,63,0,0
شنبه تا چهارشنبه ساعت 7:30 تا 16:15,5,52.5,0,0
9 تا 18 - شنبه تا پنجشنبه,,,0,0
شنبه تا چهارشنبه 7:30-17:30,,,0,0
شنبه تا چهارشنبه,,,0,0
هر روز  و ساعت کاری منعطف,,,0,1
-,,,0,0
شنبه تا چهارشنبه 8:30 الی 16:30 و در حال حاضر پنجشنبه ها 8:30 الی 14:30,6,60,0,0
شنبه تا چهارشنبه از ساعت 8:00 تا 17:00,5,54,0,0
شنبه تا چهارشنبه ساعت 7:00 الی 16:30,5,57,0,0
شنبه تا چهارشنبه 11 تا 18,5,42,0,0
شنبه تا چهارشنبه  8 تا 17,5,54,0,0
طبق وزارت کار,,,0,0
شنبه الی چهارشنبه 8 الی 17:20 (پنجشنبه ها در صورت نیاز),6,65.33333333,0,0
شنبه تا چهارشنبه عصر,,,0,0
شنبه تا چهارشنبه 8 تا 17:50,5,59,0,0
شنبه تا سه شنبه8 الی17 چهارشنبه 8الی16 پنجشنبه تعطیل,6,63,0,0
شنبه تا پنجشنبه 8 تا 17,6,63,0,0
شنبه تا چهارشنبه 8:15 لغایت 17:30,,,0,0
شنبه تا چهارشنبه 11 تا 18,5,42,0,0
شنبه تا چهار شنبه 8 الی 17 پنج شنبه 8 الی 13,1,9,0,0
یکشنبه تا پنج شنبه 9 تا 18,2,18,0,0
شنبه تا پنجشنبه,,,0,0
شنبه تا چهارشنبه 8:30 تا 16:30,5,48,0,0
شنبه تا چهار شنبه 9 الی 18,1,9,0,0
شنبه تا چهارشنبه 8 الی 17,5,54,0,0
شنبه تا چهارشنبه ساعت 9 تا 17 پنجشنبه تا 14,6,56,0,0
شنبه تا چهارشنبه  7:30-17 پنجشنبه  7:30-14,,,0,0
شنبه تا چهارشنبه 8:30 الی 16:30 پنجشنبه 8:30 الی 12:30,6,56,0,0
شنبه تا چهارشنبه ساعت 7.15 الی 16(45 دقیقه شناوری),5,6,0,0
شنبه تا چهارشنبه 9 الی 17:30و پنج شنبه 9 الی 13,5,51,0,0
شنبه تا پنجشنبه,,,0,0
2 روز در ماه از ساعت 10 صبح تا 20,,,0,0
شنبه تا سه شنبه 8 تا 17,4,45,0,0
شنبه تا چهارشنبه ساعت 8:30 الی 17:30,5,54,0,0
شنبه تا سه شنبه  8 تا 17 چهارشنبه ها 8 الی 16 بعلاوه اضافه کاری در روزهای شنبه الی پنج شنبه,5,54,0,0
شنبه تا چهارشنبه  8 الی 16 پنجشنبه 8 الی 12,6,56,0,0
شنبه تا چهارشنبه 8 تا 16.30 پنجشنبه 8.00 تا 12.00,6,56,0,0
پاره وقت بین روزهای شنبه تا پنجشنبه ساعت 8صبح تا 20,,,0,0
12 ساعته چرخشی,,,0,0
شنبه تا چهارشنبه ساعت 8 الی 18 پنج شنبه ساعت 8 الی 16,5,60,0,0
شنبه لغایت چهارشنبه 8 الی 16 پنج شنبه 8 الی 14,2,16,0,0
شنبه تا پنج شنبه از 9 الی17,1,8,0,0
شنبه تا پنج شنبه 9 الی 16,1,7,0,0
شنبه تا پنج شنبه,,,0,0
شنبه تا پنجشنبه,,,0,0
شنبه تا چهارشنبه 7:30 الی 15:45 - پنج شنبه ها یک هفته در میان 7:30 الی 11:30,5,53.5,0,0
شنبه تا چهارشنبه 8:00 الی 17:00,5,54,0,0
شنبه تا چهارشنبه تمام وقت و پنجشنبه نیمه وقت,,,0,0
شنبه تا پنج شنبه 8:00 الی 13:00 و 14:30 الی 17:30,1,5,0,0
شنبه تا چهارشنبه,,,0,0
شنبه تا چهار شنبه از ساعت 9 تا 17 و روز پنجشنبه نیمه وقت,1,8,0,0
کل هفته از ساعت 7 الی 17,,,0,0
شنبه تا چهارشنبه 7:30 الی 17:00,5,57,0,0
,,,0,0
شنبه تا چهارشنبه - از ساعت 8 الی 17:15,,,0,0
saturday to wednesday from 8:00 to 17:00,,,0,0
44 ساعت در هفته,,,0,0
شنبه تا چهارشنبه 7 الی 16  و پنجشنبه ها 7 الی 12,6,64,0,0
شنبه تا چهارشنبه 9/5 تا 18پنجشنبه نیمه وقت,6,91,0,0
شنبه الی چهارشنبه 7.30الی 16:30,5,-81,0,0
ندارد,,,0,0
شنبه تا چهارشنبه 9 - 17 پنجشنبه 9 - 13,,,0,0
شنبه تا چهارشنبه 9 تا 17 پنجشنبه ها 9 تا 13,6,56,0,0
8 الی 17,,,0,0
توافقی,,,0,0
طبق قانون وزارت کار,,,0,0
شنبه تا چهارشنبه 8:00 الی 17:00 (طی ماه دو پنج شنبه تعطیل /دو پنجشنبه کاری),6,63,0,0
شنبه تا چهارشنبه 8 - 16 پنجشنبه 8 - 13,,,0,0
"از شنبه تا چهار شنبه از 8:00 صبح تا 17:00 , پنجشنبه ها یک هفته در میان 8:00 تا 13:00",2,10,0,0
همه روزه 8 الی 16,,,0,0
6 روز در هفته,,,0,0
7 تا 16:50 شنبه تا چهارشنبه / پنجشنبه ها تعطیل میباشد. در صورت نیاز اضافه کاری,6,68.83333333,0,0
شنبه تا چهارشنبه 10 تا 18 و پنج شنبه تا 13,5,48,0,0
شنبه تا چهارشنبه 08:00الی 17:00 _ پنج شنبه تا 07:00,5,54,0,0
دلخواه,,,0,0
آزاد,,,0,0
شنبه تا چهارشنبه,,,0,0
8:30 تا 17:30,,,0,0
شنبه تا پنج شنبه 9 الی 17,1,8,0,0
شنبه الی سه شنبه ساعت 08:00 الی 17:00 چهارشنبه ها 8:00 تا 16:00,5,54,0,0
شنبه تا سه شنبه08:00 تا 17:00 چهارشنبه 08:00 الی 16:30,5,54,0,0
6 روز کاری 10:00 الی 22:00 و یک روز تعطیلی در هفته,,,0,0
شنبه تا چهارشنبه 9صبح تا 18,,,0,0
شیفت چرخشی 12/24,,,0,0
کل هفته از ساعت 7 الی 17,,,0,0
شنبه تا چهارشنبه 08:00 الی 17:00 پنجشنبه 08:00 الی 12:00,6,63,0,0
شنبه تا چهارشنبه 16:30-08:00   -   پنج شنبه 12:30-08:00,,,0,0
شنبه تا سه شنبه 9 تا 1,4,-40,0,0
شنبه تا چهارشنبه از  8:30 تا 18,5,57,0,0
شنبه تا چهارشنبه ساعت 8:30 الی 16:30 / پنجشنبه ها 8:30 الی 12:30,6,56,0,0
کل هفته به جز جمعه ها 14:00 تا 21:50,1,7.833333333,0,0
شنبه تا جمعه  یک روز در هفته تعطیل,,,0,0
شنبه تا پنجشنبه,,,0,0
دورکار و منعطف,,,0,1
کل ایام هفته,,,0,0
شنبه تا چهارشنبه 8 تا 17 و پنج شنبه ها 8 تا 12,5,58,0,0
شنبه تا چهارشنبه ساعت 8 الی 17 پنج شنبه 8 الی 13,5,54,0,0
شنبه تا پنج شنبه   9 صبح تا 18,,,0,0
منعطف,,,0,1
شنبه تا چهارشنبه,,,0,0
شنبه تا چهارشنبه,,,0,0
شنبه الی چهارشنبه - 7:30 الی 16:15,,,0,0
8 تا 17,,,0,0
شنبه تا چهارشنبه 8:30تا 17 پنجشنبه 8:30 تا 13 یک هفته در میان,6,59.5,0,0
پاره وقت بین روزهای شنبه تا پنجشنبه ساعت 8صبح تا 20,,,0,0
07:45 to 16:00,,,0,0
شنبه تا چهارشنبه 7 تا 16 با 2 ساعت شناوری,5,54,0,0
توافقی,,,0,0
شنبه تا پنجشنبه 17-8,,,0,0
شنبه تا چهارشنبه 8-16:30 پنجشنبه 8-13,,,0,0
6 الی 17:30 - 23 روز کار، 7 روز تعطیل,,,0,0
شنبه تا چهارشنبه 9:00 الی17:30 پنج شنبه 9:00  الی 13:00,5,51,0,0
شنبه تا پنج شنبه 9 الی 17,1,8,0,0
شنبه تا پنجشنبه 8 الی 17,6,63,0,0
شنبه تا چهارشنبه 11 تا 18,5,42,0,0
شنبه الی چهارشنبه 9 الی 17,5,48,0,0
شنبه تا پنجشنبه,,,0,0
شنبه تا چهارشنبه از 8:30 الی 18:00,5,57,0,0
شنبه الی چهارشنبه  8- 17 پنجشنبه 8-14,,,0,0
شنبه تا چهارشنبه 8:30 الی 17:30 پنج شنبه 8:30 الی 13,5,54,0,0
شنبه تا چهارشنبه 7 الی 15:30 و پنجشنبه 8 الی 12:30,6,60,0,0
شنبه تا چهارشنبه 10 الی 14 و 16 الی 20,5,24,0,0
شنبه تا چهارشنبه 8:30 الی 17,5,51,0,0
شنبه تا پنجشنبه,,,0,0
شنبه الی پنجشنبه,,,0,0
شناور,,,0,0
شنبه تا چهارشنبه از ساعت 08:00الی 16:45,5,52.5,0,0
شیفت صبح 06:00 الی 14:30 شیفت بعد از ظهر 14:30 الی 23:00,,,0,0
8 الی 16,,,0,0
شنبه تا چهارشنبه از ساعت 7:30 الی 16:30,5,54,0,0
6 روز کاری,,,0,0
شنبه الی چهارشنبه 08:00 الی 17:00,5,54,0,0
شنبه تا چهارشنبه 8:30 الی 16:30، پنجشنبه 8:30 الی 12:30,6,56,0,0
(6 روز در هفته 8 ساعت) 10 الی 18,,,0,0
شنبه تا پنجشنبه 16:30 تا 00:00 در منزل,6,-115.5,0,0
8 صبح,,,0,0
44 ساعت در هفته,,,0,0
شنبه تا پنج شنبه ساعت 11 تا 18,1,7,0,0
از شنبه تا پنج شنبه به استثنا روزهای تعطیل رسمی به صورت نیمه وقت ، 4 ساعت در طول روز (از ساعت 15 به بعد),,,0,0
شنبه تا چهارشنبه 07:30 لغایت 15:00 پنج شنبه 07:30 لغایت 14:30,,,0,0
روز های شنبه تا چهارشنبه از ساعت 8 الی 17 - پنجشنبه از ساعت 8 الی 13,6,64,0,0
شنبه تا چهارشنبه از 8 صبح تا 17,,,0,0
همه روزه از 7 الی 14/20,,,0,0
شنبه تا چهارشنبه 8:30 الی  17:00,5,51,0,0
شنبه الی چهارشنبه - 8:15 الی 17,,,0,0
شنبه تا چهارشنبه 11 تا 18,5,42,0,0
شنبه تا چهارشنبه 07:30 الی 16:15 / پنجشنبه 07:30 الی 12:00,6,61.25,0,0
شنبه تا سه شنبه 8 تا 17 چهارشنبه 8 تا 16 همراه با اضافه کاری,5,54,0,0
شنبه تا چهارشنبه 7:00 الی 16:00,5,54,0,0
شنبه تا چهارشنبه ساعت 8 تا 17,5,54,0,0
شنبه تا چهارشنبه از ساعت 7:30 الی 16:00  پنج شنبه از ساعت 8:00 الی 12:00,5,51,0,0
8 الی 17,,,0,0
شنبه تا سه شنبه 7:30 تا 16:30    چهارشنبه 7:30 تا 15:30,5,54,0,0
شنبه تا پنج شنبه,,,0,0
08:30 الی 17:30 پنج شنبه ها الی 13:30,1,9,0,0
شنبه تا چهارشنبه از ساعت 8 صبح الی 16  پنجشنبه ها از ساعت 8 صبح الی 13,,,0,0
شنبه تا چهارشنبه 8:30 الی 17:30 پنجشنبه 8:30 الی 13:00,6,63,0,0
شنبه تا چهارشنبه از ساعت 9 الی 17 و پنجشنبه ها 9 الی 13,6,56,0,0
شنبه تا چهارشنبه 8:30 تا 16:30 پنج شنبه 8:30 تا 13:30,5,48,0,0
شنبه تا چهارشنبه ساعت 7:30 تا 17,5,57,0,0
شنبه تا چهارشنبه 8 تا 16:30,5,51,0,0
شنبه تا چهارشنبه 8:30 الی 17 و پنج شنبه ها 8:30 الی 12:30,5,55,0,0
شنبه تا چهارشنبه 7:30 الی 16:15,5,52.5,0,0
شنبه تا چهارشنبه 7.15 الی 16,5,6,0,0
شنبه تا چهارشنبه از ساعت 7:30 تا 16:30,5,54,0,0
با توجه به تایم های آزاد اساتید,,,0,0
شنبه تا چهارشنبه - 8:00 تا 16:45,,,0,0
شنبه الی چهارشنبه - 7:30 الی 16:15,,,0,0
شنبه تا چهارشنبه 8:45 الی 17:15 پنج شنبه 8:45 الی 12:45,5,51,0,0
شنبه تا چهارشنبه 7 الی 16 پنجشنبه 7 الی 11:30,6,63,0,0
شنبه تا جمعه 9:30 تا 20,7,84,0,0
روزهای شنبه تا چهارشنبه، از ساعت 8 صبح الی 17,,,0,0
شنبه تا چهارشنبه 8 الی 17  و پنجشنبه تا 14,5,54,0,0
شنبه تا چهارشنبه,,,0,0
شنبه تا چهارشنبه، 7:30 الی 16:15,,,0,0
9 الی 17 پنجشنبه 9 الی 14,2,16,0,0
شنبه تا چهارشنبه ساعت 8 تا 17,5,54,0,0
شنبه تا پنج شنبه ساعت 7-15,,,0,0
شنبه تا چهارشنبه 8 الی 17 پنجشنبه ها 8 الی 12,6,63,0,0
شنبه تا چهارشنبه ساعت 9 صبح الی 18 عصر,,,0,0
شنبه تا چهارشنبه 07:30 الی 16:30 پنجشنبه 07:30 الی 11:30,6,63,0,0
قانون کار,,,0,0
شنبه الی سه شنبه 8 الی 17- چهارشنبه 8 الی 16,5,61,0,0
شنبه تا چهارشنبه 9:00 الی 17:00 پنجشنبه ها 9:00 الی13,6,56,0,0
شنبه تا چهارشنبه 8:00 الی 17:30 پنجشنبه 8:00 الی 13:00,6,66.5,0,0
منعظف,,,0,0
شنبه تا پنج شنبه 8-17,,,0,0
شنبه تاچهارشنبه از ساعت 8:الی 17,,,0,0
انتخابی,,,0,0
شنبه تا چهارشنبه 8 الی 17:15,5,55.5,0,0
شنبه الی چهارشنبه 8 الی 17,5,54,0,0
شنبه تا چهارشنبه 9 الی 17 پنجشنبه 9 الی 13,6,56,0,0
شنبه تا پنج شنبه - 10 تا 18,,,0,0
شنبه تا چهارشنبه 8 تا 17 پنجشنبه تا 13,6,63,0,0
شنبه تا چهارشنبه,,,0,0
همه روزه از ساعت 8 تا 4:45,,,0,0
8الی18,,,0,0
یک روز آف در هفته,,,0,0
شنبه تا چهار شنبه 8صبح تا 17:15 عصر,,,0,0
شنبه الی چهارشنبه و پنجشنبه و جمعه ها تعطیل,,,0,0
شنبه تا پنج شنبه,,,0,0
شنبه تا چهارشنبه ساعت 7:30 الی 16 و پنجشنبه ها 7:30 الی 11:00,6,58,0,0
شنبه تا چهارشنبه,,,0,0
شنبه تا چهارشنبه ساعت 7:00 الی 16:30,5,57,0,0
شنبه تا چهارشنبه 8:30 تا 16:30 و پنج شنبه 8:30 تا 12:30,5,52,0,0
شنبه تا چهارشنبه 18-9 پنجشنبه 14-9,,,0,0
از ساعت  8 الی 17,,,0,0
شنبه تا چهار شنبه 7:30 الی 15:45 و پنج شنبه 7:30 الی 13:00,1,13.75,0,0
انتخابی,,,0,0
شنبه الی چهارشنبه - 8:15 الی 17,,,0,0
شنبه تا پنجشنبه 8-15,,,0,0
شنبه تا جمعه 12 تا 24 - یک روز آف در هفته,7,96,0,0
Sat. to Wed. 08:00 to 17:00,,,0,0
7 الی 18:00,,,0,0
یکشنبه تا پنج شنبه ساعت 9 الی 17,2,16,0,0
شنبه تا پنج شنبه 8 الی 17,1,9,0,0
ساعت کار از 9 صبح تا 17 پنجشنبه ها از ساعت از 9 صبح تا 13:30,,,0,0
10صبح تا 18 - پنج شنبه تعطیل,,,0,0
شنبه تا 5شنبه 9-17,,,0,0
شنبه تا چهارشنبه 9 الی 17 پنجشنبه 9الی 14,6,56,0,0
08:00 الی 17:00,,,0,0
دلخواه,,,0,0
شنبه تا چهارشنبه 9 الی 18 - پنجشنبه ها 9 الی13,6,62,0,0
شنبه تا چهارشنبه 8 الی 17,5,54,0,0
شنبه تا چهارشنبه 8:30-17- پنجشنبه 8:30-13,,,0,0
شنبه تا چهارشنبه: 8 تا 17 / پنج شنبه 8 تا 12:30,5,54,0,0
شنبه تا چهارشنبه ساعت 9:30 الی 18:00 پنج شنبه ها 9:30 الی 16:00,5,51,0,0
شنبه تا چهارشنبه 17-8 و پنجشنبه ها 13-8,,,0,0
7 الی 16:30,,,0,0
شنبه تا چهارشنبه 8:30تا17:30,5,54,0,0
شنبه تا چهارشنبه  8:30 الی 17  پنجذشنبه 8:30 الی 12,5,51,0,0
8:30 صبح الی 17:00,,,0,0
شنبه الی سه شنبه 8 الی 17- چهارشنبه 8 الی 16,5,61,0,0
شنبه تا چهارشنبه 8:30 الی 17:30,5,54,0,0
شنبه تا چهارشنبه 8 الی 17 پنج شنبه 8 الی 12,5,54,0,0
شنبه تا چهارشنبه 8 الی 17,5,54,0,0
شنبه تا چهارشنبه 9 تا 17 پنج شنبه 9 تا 13,5,48,0,0
شنبه تا چهارشنبه 9 تا 17 پنجشنبه 9 تا 13,6,56,0,0
روزها و ساعت کاری: شنبه تا چهارشنبه از ساعت 8:00 الی 17:00 و پنج شنبه ها یک هفته در میان تعطیل می باشد.,5,54,0,0
از شنبه تا چهارشنبه از ساعت 6:30 لغایت 18:30 - پنجشنبه از ساعت 6:30 لغایت 14:30,,,0,0
شنبه تا چهارشنبه 8 الی 17 پنجشنبه تا 12,6,63,0,0
شنبه الی چهارشنبه 8 الی 16 و پنجشنبه 8 الی 12,6,56,0,0
شنبه تا چهارشنبه 8 الی 17,5,54,0,0
شنبه تا پنجشنبه,,,0,0
شنبه تا چهارشنبه 8 الی 17 و پنجشنبه 8 الی 13,6,64,0,0
شنبه تا چهارشنبه 11 تا 18,5,42,0,0
توافقی,,,0,0
9 تا 17,,,0,0
کل هفته از 16 تا 00:30,,,0,0
شنبه تا پنجشنبه  ساعت 7 الی17/30,6,70,0,0
بعد از ظهر ها پاره وقت,,,0,0
شنبه تا چهارشنبه 8 تا 17,5,54,0,0
تمام وقت,,,0,0
شنبه تا سه شنبه 8 الی 17، چهارشنبه 8 الی 16,5,61,0,0
شنبه تا چهارشنبه 9 الی 18 پنج شنبه الی 16,5,54,0,0
شنبه تا چهارشنبه 8 الی 17,5,54,0,0
شنبه تا چهارشنبه 9 تا 18,5,54,0,0
شنبه تا چهارشنبه 8:30الی 17پنجشنبه 8:30 تا 12:30,6,59.5,0,0
همه روزه از ساعت 7:30 الی 15:30,,,0,0
شنبه تا چهارشنبه 9 تا 17 و پنج شنبه تا 14:30,5,48,0,0
شنبه تا چهارشنبه 9 الی 17:30 . پنجشنبه ها تعطیل بر حسب نیاز کاری,6,59.5,0,0
شنبه تا پنجشنبه,,,0,0
شنبه تا چهارشنبه-8 الی 17,,,0,0
8 ساعت,,,0,0
شنبه الی چهارشنبه 8 الی 17,5,54,0,0
شنبه تا چهارشنبه 8:00 الی 16:30 و پنجشنبه 8:00 الی12:00,6,59,0,0
همه روزه ساعت 11:30 الی 15:30 و 18:30 الی 23:30,,,0,0
شنبه الی چهارشنبه از ساعت 08:00 الی 18:00,5,60,0,0
شنبه تا چهارشنبه 9 تا 18,5,54,0,0
شنبه تا سه شنبه از ساعت 7:30 الی 17:15 چهارشنبه 7:30 الی 16:15,5,58.5,0,0
شنبه تا چهارشنبه 9 تا 17:30,5,51,0,0
شنبه تا چهارشنبه از 8:30 تا 17:30 پنجشنبه از ساعت 8:30 تا 13,6,63,0,0
شنبه تا چهارشنبه 8 تا 16 و پنج شنبه 8 تا 13,5,53,0,0
شنبه الی سه شنبه 8 الی 17- چهارشنبه 8 الی 16,5,61,0,0
شنبه الی سه شنبه 8 الی 17 - چهارشنبه 8 الی 16 پنجشنبه اضافه کار,6,69,0,0
شنبه تا چهارشنبه از 8:30 تا 17 و پنجشنبه تا 13,5,51,0,0
شنبه تا چهارشنبه 8 تا 17 پنجشنبه 8 تا 12,6,63,0,0
شنبه تا چهارشنبه 11 تا 18,5,42,0,0
شنبه تا چهارشنبه ساعت 8:00 تا 17:30,5,57,0,0
شنبه تا چهارشنبه ساعت 8 الی 17,5,54,0,0
روزهای کاری هفته از صبح تا عصر,,,0,0
sat - thu,,,0,0
ساعات اداری,,,0,0
شنبه تا چهارشنبه 9 تا 17 پنجشنبه ها 9 تا 13,6,56,0,0
شنبه تا چهارشنبه 8 الی 17 / پنج شنبه ها تعطیل,5,54,0,0
شنبه تا چهارشنبه 9 تا 17,5,48,0,0
11 الی 20,,,0,0
ساعت 8:30الی 16:45، پنج شنبه ها تاظهر,,,0,0
شنبه تا چهارشنبه ساعت 7:15 تا 16:15,5,54,0,0
شنبه تا چهارشنبه 08:00 الی 16:30 پنجشنبه ها 08:30 الی 12:30,6,59.5,0,0
شنبه تا چهارشنبه 8:30 الی 17 پنج شنبه 8:30 الی 12:30,5,51,0,0
شنبه تا پنجشنبه  ساعت  07:30لغایت 14:50,,,0,0
شنبه تا چهارشنبه 9 الی 17، پنجشنبه 9 الی 14,6,58,0,0
شنبه تا پنج شنبه - پنج شنبه تا ظهر,,,0,0
شنبه تا چهارشنبه 8 الی 16/ پنجشنبه 8 الی 12,6,56,0,0
شنبه تا چهارشنبه 8:30 تا 17:30- پنج شنبه ها 8:30 تا 12:30,5,58,0,0
شنبه تا چهارشنبه 8 تا 17:00 پنجشنبه ها 8 تا 13:00,6,63,0,0
شنبه تا پنج شنبه ساعت 11 تا 18,1,7,0,0
روز های فرد از ساعت 18 تا 21,,,0,0
8 الی 17,,,0,0
شنبه تا چهارشنبه- 8 الی16:30,,,0,0
شنبه تا چهارشنبه 8تا17 و پنجشنبه 9 تا 2,6,40,0,0
شنبه تا چهارشنبه,,,0,0
شنبه تا چهارشنبه از ساعت 8 الی 17 در صورت نیاز اضافه کاری,5,54,0,0
شیفت های چرخشی 1 ماهه,,,0,0
شنبه الی چهارشنبه 8:30 الی 17:30,5,54,0,0
شنبه تا چهارشنبه 8:30 الی 16:30 و پنج شنبه 8:30 الی 14:30,5,54,0,0
شنبه تا پنجشنبه:7:00 الی 15:00,6,56,0,0
شنبه تا پنج شنبه,,,0,0
شنبه تا چهارشنبه 8 تا 16 و پنجشنبه تا 12,5,48,0,0
شنبه تا چهارشنبه از ساعت 8 تا 17,5,54,0,0
شنبه تا چهارشنبه از ساعت 8:00 تا 17:00,5,54,0,0
شنبه تا پنج شنبه 9 الی 21,1,12,0,0
شنبه تا پنجشنبه ساعت 8 الی 16:30,6,59.5,0,0
شنبه تا چهارشنبه 8 تا 17,5,54,0,0
شنبه تا چهارشنبه  08:30 الی 17:00 - پنجشبنه  08:30 الی 12:00,5,51,0,0
از ساعت 6:30 صبح,,,0,0
8 صبح الی 17,,,0,0
شنبه تا چهارشنبه 8:00 الی 16:30 و پنجشنبه 8:00 الی 12:00,6,59,0,0
از ساعت 8:30 تا 17:00,,,0,0
شنبه الی چهارشنبه 7:30 الی 16:50,5,56,0,0
شنبه تا چهارشنبه,,,0,0
شنبه تا پنج شنبه,,,0,0
شنبه-چهارشنبه 8-16:30 پنجشنبه 8-13,,,0,0
شنبه تا چهارشنبه 08:00 الی 17:00,5,54,0,0
شنبه تا پنج شنبه (پنج شنبه نیمه وقت),,,0,0
شنبه تا چهارشنبه ساعت 8 تا 17,5,54,0,0
شنبه تا چهارشنبه,,,0,0
شنبه تا چهارشنبه ساعت 07:00 تا 15:45 - پنجشنبه ساعت 07:00 تا 12:30,6,63.5,0,0
شنبه تا چهارشنبه 8 الی 17 پنج شنبه 8 الی 14,5,54,0,0
7:30 الی 16:30 با نیم ساعت شناوری از شنبه الی چهارشنبه,5,54,0,0
شنبه تا پنج شنبه,,,0,0
شنبه تا چهارشنبه 8 الی 17:30,5,57,0,0
مطابق قوانین کار,,,0,0
شنبه الی چهارشنبه 8:00 -16:30 پنجشنبه تعطیل,,,0,0
8 تا 16:30,,,0,0
شنبه تا چهارشنبه 7:30 تا 16:30 یا 8:00 تا 17:00,5,54,0,0
Saturday to Wednesday; 8:00-17:50,,,0,0
شنبه تا چهارشنبه 8تا 17 پنج شنبه 8تا 12,5,54,0,0
شنبه تا چهارشنبه  8:00 الی 18:00 و  پنجشنبه 8:00 الی 14:00,6,72,0,0
شنبه تا سه شنبه 17-8 چهارشنبه ها 16-8 پنج شنبه ها تعطیل,,,0,0
شنبه تا چهار شنبه از ساعت 08:30 لغایت 17:00 و روزهای پنج شنبه تا ساعت 12:30,,,0,0
ازشنبه تا پنجشنبه 07:00الی 15:20,6,58.33333333,0,0
شنبه تا چهارشنبه 9 تا 19/ پنج شنبه 9 تا 15,5,60,0,0
هر روز,,,0,0
شنبه تا چهارشنبه 06:40 الی 16:20,5,58,0,0
شنبه تا چهارشنبه 7:15 الی 16,5,52.5,0,0
شنبه تا پنجشنبه 8تا17,6,63,0,0
شنبه تا چهارشنبه 9:00 الی 18:00,5,54,0,0
شنبه تا چهارشنبه 9 صبح تا 17 - پنج شنبه 9-13,,,0,0
شنبه تا چهارشنبه از ساعت 7.30 لغایت 16.18,,,0,0
شنبه تا چهارشنبه 07:30 تا 17:00,5,57,0,0
دورکاری,,,1,0
شنبه تا پنجشنبه 07:45 تا 16:30 به همراه اضافه کاری,6,61.25,0,0
شنبه تا چهارشنبه (08:300 الی 17:30),5,105,0,0
شنبه تا پنج شنبه,,,0,0
هر روز هفته 8 ساعت,,,0,0
شنبه تا چهارشنبه - 9  الی  18,,,0,0
9 تا 23,,,0,0
شنبه تا پنجشنبه,,,0,0
شنبه تا چهارشنبه 8 تا 17 پنجشنبه 8 تا 13,6,63,0,0
شنبه تا پنجشنبه,,,0,0
شنبه تا چهارشنبه ساعت 8 الی 16:30,5,51,0,0
شنبه تا چهارشنبه 9تا17:30 و پنج شنبه 9تا13,5,55,0,0
حداقل 3 ساعت  در روز,,,0,0
شنبه تا چهارشنبه 8/30 تا 17 پنچشنبه 8/30 تا 14,5,-78,0,0
توافقی,,,0,0
شنبه تا پنجشنبه,,,0,0
شنبه تا چهارشنبه 8:30 تا 17، پنجشنبه 8 تا 12,6,59,0,0
شنبه تا چهارشنبه 9تا6 پنجشنبه تا 4,6,-21,0,0
شنبه الی چهارشنبه,,,0,0
شنبه تا چهارشنبه ساعت 8:00 الی 17:30,5,57,0,0
شنبه تا چهارشنبه,,,0,0
شنبه تا چهار شنبه از ساعت 8:00 تا 16:45 پنجشنبه ها تعطیل,2,17.5,0,0
شنبه تا چهارشنبه 9تا 17  پنجششنبه تا 14,5,48,0,0
شنبه تا چهارشنبه از ساعت 8 الی 16:45,5,52.5,0,0
شنبه تا پنجشنبه,,,0,0
هر روز از 10 تا 23:30,,,0,0
هر روز  و ساعت کاری منعطف,,,0,1
شنبه تا چهارشنبه 8 تا 17,5,54,0,0
شنبه تا چهارشنبه: 10:00 تا 19:00 پنجشنبه:10:00 تا 14:00,6,63,0,0
شنبه تا پنج شنبه 8:00 الی 18:00,1,10,0,0
تمام وقت,,,0,0
شنبه تا چهارشنبه 7-16,,,0,0
شنبه تا چهارشنبه 8:00 الی 17 پنج شنبه 8:00 تا 13,5,54,0,0
شنبه تا چهارشنبه 8:30-17 پنجشنبه تا 12,,,0,0
شنبه تا چهارشنبه 8:30 الی 17 / پنج شنبه ها یک هفته در میان,5,51,0,0
به صورت عادیکار و یا شیفت کاری 12 ساعته,,,0,0
شنبه تا چهارشنبه 9 الی 15 پنجشنبه تا ظهر,6,42,0,0
6 روز هفته,,,0,0
شنبه تا پنج شنبه 9 الی 17,1,8,0,0
8 الی 17:30,,,0,0
شنبه تا پنج شنبه 8 الی 17,1,9,0,0
کل روزهای هفته,,,0,0
شنبه تا چهارشنبه,,,0,0
